ID,x,y,horiz,vert,trayID,rand,dens,richness,rep,SD,spID,comp,state0,day_infected,
ID166,20.31,16.62895388,12.5,F,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID167,22.01,16.62895388,13.5,F,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID168,23.71,16.62895388,14.5,F,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID169,0.76,18.10119706,1,E,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID170,2.46,18.10119706,2,E,101,stoch,add,4,5,0.5,radish,1,S,,
ID171,4.16,18.10119706,3,E,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID172,5.86,18.10119706,4,E,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID173,7.56,18.10119706,5,E,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID174,9.26,18.10119706,6,E,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID175,10.96,18.10119706,7,E,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID176,12.66,18.10119706,8,E,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID177,14.36,18.10119706,9,E,101,stoch,add,4,5,0.5,arugula,0.3,C,,
ID178,16.06,18.10119706,10,E,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID179,17.76,18.10119706,11,E,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID180,19.46,18.10119706,12,E,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID181,21.16,18.10119706,13,E,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID182,22.86,18.10119706,14,E,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID183,1.61,19.57344025,1.5,D,101,stoch,add,4,5,0.5,radish,1,S,,
ID184,3.31,19.57344025,2.5,D,101,stoch,add,4,5,0.5,radish,1,S,,
ID185,5.01,19.57344025,3.5,D,101,stoch,add,4,5,0.5,radish,1,S,,
ID186,6.71,19.57344025,4.5,D,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID187,8.41,19.57344025,5.5,D,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID188,10.11,19.57344025,6.5,D,101,stoch,add,4,5,0.5,radish,1,S,,
ID189,11.81,19.57344025,7.5,D,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID190,13.51,19.57344025,8.5,D,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID191,15.21,19.57344025,9.5,D,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID192,16.91,19.57344025,10.5,D,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID193,18.61,19.57344025,11.5,D,101,stoch,add,4,5,0.5,radish,1,S,,
ID194,20.31,19.57344025,12.5,D,101,stoch,add,4,5,0.5,basil,0.2,C,,
ID195,22.01,19.57344025,13.5,D,101,stoch,add,4,5,0.5,radish,1,S,,
ID196,23.71,19.57344025,14.5,D,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID197,0.76,21.04568344,1,C,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID198,2.46,21.04568344,2,C,101,stoch,add,4,5,0.5,green_rom,0,C,,
ID199,4.16,21.04568344,3,C,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID200,5.86,21.04568344,4,C,101,stoch,add,4,5,0.5,radish,1,S,,
ID201,7.56,21.04568344,5,C,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID202,9.26,21.04568344,6,C,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID203,10.96,21.04568344,7,C,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID204,12.66,21.04568344,8,C,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID205,14.36,21.04568344,9,C,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID206,16.06,21.04568344,10,C,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID207,17.76,21.04568344,11,C,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID208,19.46,21.04568344,12,C,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID209,21.16,21.04568344,13,C,101,stoch,add,4,5,0.5,radish,1,S,,
ID210,22.86,21.04568344,14,C,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID211,1.61,22.51792662,1.5,B,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID212,3.31,22.51792662,2.5,B,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID213,5.01,22.51792662,3.5,B,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID214,6.71,22.51792662,4.5,B,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID215,8.41,22.51792662,5.5,B,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID216,10.11,22.51792662,6.5,B,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID217,11.81,22.51792662,7.5,B,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID218,13.51,22.51792662,8.5,B,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID219,15.21,22.51792662,9.5,B,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID220,16.91,22.51792662,10.5,B,101,stoch,add,4,5,0.5,radish,1,S,,
ID221,18.61,22.51792662,11.5,B,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID222,20.31,22.51792662,12.5,B,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID223,22.01,22.51792662,13.5,B,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID224,23.71,22.51792662,14.5,B,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID225,0.76,23.99016981,1,A,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID226,2.46,23.99016981,2,A,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID227,4.16,23.99016981,3,A,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID228,5.86,23.99016981,4,A,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID229,7.56,23.99016981,5,A,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID230,9.26,23.99016981,6,A,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID231,10.96,23.99016981,7,A,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID232,12.66,23.99016981,8,A,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID233,14.36,23.99016981,9,A,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID234,16.06,23.99016981,10,A,101,stoch,add,4,5,0.5,green_rom,0,S,,
ID235,17.76,23.99016981,11,A,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID236,19.46,23.99016981,12,A,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID237,21.16,23.99016981,13,A,101,stoch,add,4,5,0.5,arugula,0.3,S,,
ID238,22.86,23.99016981,14,A,101,stoch,add,4,5,0.5,basil,0.2,S,,
ID1,0.76,0.434278827,1,Q,102,stoch,add,4,6,0.5,butter,0,S,,
ID2,2.46,0.434278827,2,Q,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID3,4.16,0.434278827,3,Q,102,stoch,add,4,6,0.5,butter,0,C,,
ID4,5.86,0.434278827,4,Q,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID5,7.56,0.434278827,5,Q,102,stoch,add,4,6,0.5,butter,0,S,,
ID6,9.26,0.434278827,6,Q,102,stoch,add,4,6,0.5,radish,1,S,,
ID7,10.96,0.434278827,7,Q,102,stoch,add,4,6,0.5,radish,1,S,,
ID8,12.66,0.434278827,8,Q,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID9,14.36,0.434278827,9,Q,102,stoch,add,4,6,0.5,butter,0,S,,
ID10,16.06,0.434278827,10,Q,102,stoch,add,4,6,0.5,butter,0,S,,
ID11,17.76,0.434278827,11,Q,102,stoch,add,4,6,0.5,butter,0,S,,
ID12,19.46,0.434278827,12,Q,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID13,21.16,0.434278827,13,Q,102,stoch,add,4,6,0.5,butter,0,S,,
ID14,22.86,0.434278827,14,Q,102,stoch,add,4,6,0.5,butter,0,S,,
ID15,1.61,1.906522014,1.5,P,102,stoch,add,4,6,0.5,radish,1,C,,
ID16,3.31,1.906522014,2.5,P,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID17,5.01,1.906522014,3.5,P,102,stoch,add,4,6,0.5,arugula,0.3,C,,
ID18,6.71,1.906522014,4.5,P,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID19,8.41,1.906522014,5.5,P,102,stoch,add,4,6,0.5,butter,0,S,,
ID20,10.11,1.906522014,6.5,P,102,stoch,add,4,6,0.5,butter,0,S,,
ID21,11.81,1.906522014,7.5,P,102,stoch,add,4,6,0.5,butter,0,S,,
ID22,13.51,1.906522014,8.5,P,102,stoch,add,4,6,0.5,radish,1,S,,
ID23,15.21,1.906522014,9.5,P,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID24,16.91,1.906522014,10.5,P,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID25,18.61,1.906522014,11.5,P,102,stoch,add,4,6,0.5,butter,0,S,,
ID26,20.31,1.906522014,12.5,P,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID27,22.01,1.906522014,13.5,P,102,stoch,add,4,6,0.5,butter,0,S,,
ID28,23.71,1.906522014,14.5,P,102,stoch,add,4,6,0.5,butter,0,S,,
ID29,0.76,3.3787652,1,O,102,stoch,add,4,6,0.5,butter,0,S,,
ID30,2.46,3.3787652,2,O,102,stoch,add,4,6,0.5,butter,0,S,,
ID31,4.16,3.3787652,3,O,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID32,5.86,3.3787652,4,O,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID33,7.56,3.3787652,5,O,102,stoch,add,4,6,0.5,butter,0,S,,
ID34,9.26,3.3787652,6,O,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID35,10.96,3.3787652,7,O,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID36,12.66,3.3787652,8,O,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID37,14.36,3.3787652,9,O,102,stoch,add,4,6,0.5,radish,1,S,,
ID38,16.06,3.3787652,10,O,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID39,17.76,3.3787652,11,O,102,stoch,add,4,6,0.5,radish,1,S,,
ID40,19.46,3.3787652,12,O,102,stoch,add,4,6,0.5,radish,1,S,,
ID41,21.16,3.3787652,13,O,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID42,22.86,3.3787652,14,O,102,stoch,add,4,6,0.5,butter,0,S,,
ID43,1.61,4.851008386,1.5,N,102,stoch,add,4,6,0.5,butter,0,S,,
ID44,3.31,4.851008386,2.5,N,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID45,5.01,4.851008386,3.5,N,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID46,6.71,4.851008386,4.5,N,102,stoch,add,4,6,0.5,butter,0,S,,
ID47,8.41,4.851008386,5.5,N,102,stoch,add,4,6,0.5,butter,0,S,,
ID48,10.11,4.851008386,6.5,N,102,stoch,add,4,6,0.5,butter,0,S,,
ID49,11.81,4.851008386,7.5,N,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID50,13.51,4.851008386,8.5,N,102,stoch,add,4,6,0.5,radish,1,S,,
ID51,15.21,4.851008386,9.5,N,102,stoch,add,4,6,0.5,butter,0,S,,
ID52,16.91,4.851008386,10.5,N,102,stoch,add,4,6,0.5,butter,0,S,,
ID53,18.61,4.851008386,11.5,N,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID54,20.31,4.851008386,12.5,N,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID55,22.01,4.851008386,13.5,N,102,stoch,add,4,6,0.5,butter,0,S,,
ID56,23.71,4.851008386,14.5,N,102,stoch,add,4,6,0.5,radish,1,S,,
ID57,0.76,6.323251573,1,M,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID58,2.46,6.323251573,2,M,102,stoch,add,4,6,0.5,radish,1,S,,
ID59,4.16,6.323251573,3,M,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID60,5.86,6.323251573,4,M,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID61,7.56,6.323251573,5,M,102,stoch,add,4,6,0.5,radish,1,S,,
ID62,9.26,6.323251573,6,M,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID63,10.96,6.323251573,7,M,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID64,12.66,6.323251573,8,M,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID65,14.36,6.323251573,9,M,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID66,16.06,6.323251573,10,M,102,stoch,add,4,6,0.5,butter,0,S,,
ID67,17.76,6.323251573,11,M,102,stoch,add,4,6,0.5,radish,1,S,,
ID68,19.46,6.323251573,12,M,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID69,21.16,6.323251573,13,M,102,stoch,add,4,6,0.5,butter,0,S,,
ID70,22.86,6.323251573,14,M,102,stoch,add,4,6,0.5,butter,0,S,,
ID71,1.61,7.795494759,1.5,L,102,stoch,add,4,6,0.5,radish,1,S,,
ID72,3.31,7.795494759,2.5,L,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID73,5.01,7.795494759,3.5,L,102,stoch,add,4,6,0.5,butter,0,S,,
ID74,6.71,7.795494759,4.5,L,102,stoch,add,4,6,0.5,radish,1,S,,
ID75,8.41,7.795494759,5.5,L,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID76,10.11,7.795494759,6.5,L,102,stoch,add,4,6,0.5,radish,1,S,,
ID77,11.81,7.795494759,7.5,L,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID78,13.51,7.795494759,8.5,L,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID79,15.21,7.795494759,9.5,L,102,stoch,add,4,6,0.5,butter,0,S,,
ID80,16.91,7.795494759,10.5,L,102,stoch,add,4,6,0.5,butter,0,S,,
ID81,18.61,7.795494759,11.5,L,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID82,20.31,7.795494759,12.5,L,102,stoch,add,4,6,0.5,radish,1,S,,
ID83,22.01,7.795494759,13.5,L,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID84,23.71,7.795494759,14.5,L,102,stoch,add,4,6,0.5,butter,0,S,,
ID85,0.76,9.267737946,1,K,102,stoch,add,4,6,0.5,radish,1,S,,
ID86,2.46,9.267737946,2,K,102,stoch,add,4,6,0.5,radish,1,S,,
ID87,4.16,9.267737946,3,K,102,stoch,add,4,6,0.5,radish,1,S,,
ID88,5.86,9.267737946,4,K,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID89,7.56,9.267737946,5,K,102,stoch,add,4,6,0.5,radish,1,S,,
ID90,9.26,9.267737946,6,K,102,stoch,add,4,6,0.5,radish,1,S,,
ID91,10.96,9.267737946,7,K,102,stoch,add,4,6,0.5,radish,1,S,,
ID92,12.66,9.267737946,8,K,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID93,14.36,9.267737946,9,K,102,stoch,add,4,6,0.5,butter,0,S,,
ID94,16.06,9.267737946,10,K,102,stoch,add,4,6,0.5,butter,0,C,,
ID95,17.76,9.267737946,11,K,102,stoch,add,4,6,0.5,radish,1,S,,
ID96,19.46,9.267737946,12,K,102,stoch,add,4,6,0.5,butter,0,S,,
ID97,21.16,9.267737946,13,K,102,stoch,add,4,6,0.5,butter,0,S,,
ID98,22.86,9.267737946,14,K,102,stoch,add,4,6,0.5,butter,0,S,,
ID99,1.61,10.73998113,1.5,J,102,stoch,add,4,6,0.5,butter,0,S,,
ID100,3.31,10.73998113,2.5,J,102,stoch,add,4,6,0.5,butter,0,S,,
ID101,5.01,10.73998113,3.5,J,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID102,6.71,10.73998113,4.5,J,102,stoch,add,4,6,0.5,radish,1,S,,
ID103,8.41,10.73998113,5.5,J,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID104,10.11,10.73998113,6.5,J,102,stoch,add,4,6,0.5,butter,0,S,,
ID105,11.81,10.73998113,7.5,J,102,stoch,add,4,6,0.5,butter,0,S,,
ID106,13.51,10.73998113,8.5,J,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID107,15.21,10.73998113,9.5,J,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID108,16.91,10.73998113,10.5,J,102,stoch,add,4,6,0.5,butter,0,S,,
ID109,18.61,10.73998113,11.5,J,102,stoch,add,4,6,0.5,radish,1,S,,
ID110,20.31,10.73998113,12.5,J,102,stoch,add,4,6,0.5,radish,1,S,,
ID111,22.01,10.73998113,13.5,J,102,stoch,add,4,6,0.5,radish,1,S,,
ID112,23.71,10.73998113,14.5,J,102,stoch,add,4,6,0.5,radish,1,S,,
ID113,0.76,12.21222432,1,I,102,stoch,add,4,6,0.5,radish,1,S,,
ID114,2.46,12.21222432,2,I,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID115,4.16,12.21222432,3,I,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID116,5.86,12.21222432,4,I,102,stoch,add,4,6,0.5,butter,0,S,,
ID117,7.56,12.21222432,5,I,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID118,9.26,12.21222432,6,I,102,stoch,add,4,6,0.5,butter,0,S,,
ID119,10.96,12.21222432,7,I,102,stoch,add,4,6,0.5,radish,1,S,,
ID120,12.66,12.21222432,8,I,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID121,14.36,12.21222432,9,I,102,stoch,add,4,6,0.5,radish,1,S,,
ID122,16.06,12.21222432,10,I,102,stoch,add,4,6,0.5,butter,0,S,,
ID123,17.76,12.21222432,11,I,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID124,19.46,12.21222432,12,I,102,stoch,add,4,6,0.5,butter,0,S,,
ID125,21.16,12.21222432,13,I,102,stoch,add,4,6,0.5,radish,1,S,,
ID126,22.86,12.21222432,14,I,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID127,1.61,13.68446751,1.5,H,102,stoch,add,4,6,0.5,butter,0,S,,
ID128,3.31,13.68446751,2.5,H,102,stoch,add,4,6,0.5,radish,1,S,,
ID129,5.01,13.68446751,3.5,H,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID130,6.71,13.68446751,4.5,H,102,stoch,add,4,6,0.5,butter,0,S,,
ID131,8.41,13.68446751,5.5,H,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID132,10.11,13.68446751,6.5,H,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID133,11.81,13.68446751,7.5,H,102,stoch,add,4,6,0.5,radish,1,S,,
ID134,13.51,13.68446751,8.5,H,102,stoch,add,4,6,0.5,radish,1,S,,
ID135,15.21,13.68446751,9.5,H,102,stoch,add,4,6,0.5,butter,0,S,,
ID136,16.91,13.68446751,10.5,H,102,stoch,add,4,6,0.5,radish,1,S,,
ID137,18.61,13.68446751,11.5,H,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID138,20.31,13.68446751,12.5,H,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID139,22.01,13.68446751,13.5,H,102,stoch,add,4,6,0.5,radish,1,S,,
ID140,23.71,13.68446751,14.5,H,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID141,0.76,15.15671069,1,G,102,stoch,add,4,6,0.5,butter,0,S,,
ID142,2.46,15.15671069,2,G,102,stoch,add,4,6,0.5,radish,1,S,,
ID143,4.16,15.15671069,3,G,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID144,5.86,15.15671069,4,G,102,stoch,add,4,6,0.5,butter,0,S,,
ID145,7.56,15.15671069,5,G,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID146,9.26,15.15671069,6,G,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID147,10.96,15.15671069,7,G,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID148,12.66,15.15671069,8,G,102,stoch,add,4,6,0.5,radish,1,S,,
ID149,14.36,15.15671069,9,G,102,stoch,add,4,6,0.5,butter,0,S,,
ID150,16.06,15.15671069,10,G,102,stoch,add,4,6,0.5,butter,0,S,,
ID151,17.76,15.15671069,11,G,102,stoch,add,4,6,0.5,butter,0,S,,
ID152,19.46,15.15671069,12,G,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID153,21.16,15.15671069,13,G,102,stoch,add,4,6,0.5,butter,0,S,,
ID154,22.86,15.15671069,14,G,102,stoch,add,4,6,0.5,radish,1,S,,
ID155,1.61,16.62895388,1.5,F,102,stoch,add,4,6,0.5,butter,0,S,,
ID156,3.31,16.62895388,2.5,F,102,stoch,add,4,6,0.5,butter,0,S,,
ID157,5.01,16.62895388,3.5,F,102,stoch,add,4,6,0.5,butter,0,S,,
ID158,6.71,16.62895388,4.5,F,102,stoch,add,4,6,0.5,butter,0,S,,
ID159,8.41,16.62895388,5.5,F,102,stoch,add,4,6,0.5,radish,1,S,,
ID160,10.11,16.62895388,6.5,F,102,stoch,add,4,6,0.5,butter,0,S,,
ID161,11.81,16.62895388,7.5,F,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID162,13.51,16.62895388,8.5,F,102,stoch,add,4,6,0.5,radish,1,S,,
ID163,15.21,16.62895388,9.5,F,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID164,16.91,16.62895388,10.5,F,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID165,18.61,16.62895388,11.5,F,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID166,20.31,16.62895388,12.5,F,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID167,22.01,16.62895388,13.5,F,102,stoch,add,4,6,0.5,butter,0,C,,
ID168,23.71,16.62895388,14.5,F,102,stoch,add,4,6,0.5,butter,0,S,,
ID169,0.76,18.10119706,1,E,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID170,2.46,18.10119706,2,E,102,stoch,add,4,6,0.5,radish,1,S,,
ID171,4.16,18.10119706,3,E,102,stoch,add,4,6,0.5,radish,1,S,,
ID172,5.86,18.10119706,4,E,102,stoch,add,4,6,0.5,radish,1,S,,
ID173,7.56,18.10119706,5,E,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID174,9.26,18.10119706,6,E,102,stoch,add,4,6,0.5,butter,0,S,,
ID175,10.96,18.10119706,7,E,102,stoch,add,4,6,0.5,basil,0.2,C,,
ID176,12.66,18.10119706,8,E,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID177,14.36,18.10119706,9,E,102,stoch,add,4,6,0.5,radish,1,S,,
ID178,16.06,18.10119706,10,E,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID179,17.76,18.10119706,11,E,102,stoch,add,4,6,0.5,radish,1,C,,
ID180,19.46,18.10119706,12,E,102,stoch,add,4,6,0.5,radish,1,S,,
ID181,21.16,18.10119706,13,E,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID182,22.86,18.10119706,14,E,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID183,1.61,19.57344025,1.5,D,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID184,3.31,19.57344025,2.5,D,102,stoch,add,4,6,0.5,butter,0,S,,
ID185,5.01,19.57344025,3.5,D,102,stoch,add,4,6,0.5,butter,0,S,,
ID186,6.71,19.57344025,4.5,D,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID187,8.41,19.57344025,5.5,D,102,stoch,add,4,6,0.5,butter,0,S,,
ID188,10.11,19.57344025,6.5,D,102,stoch,add,4,6,0.5,radish,1,S,,
ID189,11.81,19.57344025,7.5,D,102,stoch,add,4,6,0.5,butter,0,S,,
ID190,13.51,19.57344025,8.5,D,102,stoch,add,4,6,0.5,butter,0,S,,
ID191,15.21,19.57344025,9.5,D,102,stoch,add,4,6,0.5,butter,0,S,,
ID192,16.91,19.57344025,10.5,D,102,stoch,add,4,6,0.5,butter,0,S,,
ID193,18.61,19.57344025,11.5,D,102,stoch,add,4,6,0.5,radish,1,C,,
ID194,20.31,19.57344025,12.5,D,102,stoch,add,4,6,0.5,radish,1,S,,
ID195,22.01,19.57344025,13.5,D,102,stoch,add,4,6,0.5,radish,1,S,,
ID196,23.71,19.57344025,14.5,D,102,stoch,add,4,6,0.5,butter,0,S,,
ID197,0.76,21.04568344,1,C,102,stoch,add,4,6,0.5,butter,0,S,,
ID198,2.46,21.04568344,2,C,102,stoch,add,4,6,0.5,butter,0,S,,
ID199,4.16,21.04568344,3,C,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID200,5.86,21.04568344,4,C,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID201,7.56,21.04568344,5,C,102,stoch,add,4,6,0.5,butter,0,S,,
ID202,9.26,21.04568344,6,C,102,stoch,add,4,6,0.5,radish,1,S,,
ID203,10.96,21.04568344,7,C,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID204,12.66,21.04568344,8,C,102,stoch,add,4,6,0.5,basil,0.2,C,,
ID205,14.36,21.04568344,9,C,102,stoch,add,4,6,0.5,butter,0,S,,
ID206,16.06,21.04568344,10,C,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID207,17.76,21.04568344,11,C,102,stoch,add,4,6,0.5,butter,0,S,,
ID208,19.46,21.04568344,12,C,102,stoch,add,4,6,0.5,radish,1,S,,
ID209,21.16,21.04568344,13,C,102,stoch,add,4,6,0.5,butter,0,S,,
ID210,22.86,21.04568344,14,C,102,stoch,add,4,6,0.5,radish,1,S,,
ID211,1.61,22.51792662,1.5,B,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID212,3.31,22.51792662,2.5,B,102,stoch,add,4,6,0.5,butter,0,S,,
ID213,5.01,22.51792662,3.5,B,102,stoch,add,4,6,0.5,butter,0,S,,
ID214,6.71,22.51792662,4.5,B,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID215,8.41,22.51792662,5.5,B,102,stoch,add,4,6,0.5,arugula,0.3,C,,
ID216,10.11,22.51792662,6.5,B,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID217,11.81,22.51792662,7.5,B,102,stoch,add,4,6,0.5,butter,0,S,,
ID218,13.51,22.51792662,8.5,B,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID219,15.21,22.51792662,9.5,B,102,stoch,add,4,6,0.5,radish,1,S,,
ID220,16.91,22.51792662,10.5,B,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID221,18.61,22.51792662,11.5,B,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID222,20.31,22.51792662,12.5,B,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID223,22.01,22.51792662,13.5,B,102,stoch,add,4,6,0.5,radish,1,S,,
ID224,23.71,22.51792662,14.5,B,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID225,0.76,23.99016981,1,A,102,stoch,add,4,6,0.5,radish,1,S,,
ID226,2.46,23.99016981,2,A,102,stoch,add,4,6,0.5,radish,1,C,,
ID227,4.16,23.99016981,3,A,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID228,5.86,23.99016981,4,A,102,stoch,add,4,6,0.5,basil,0.2,S,,
ID229,7.56,23.99016981,5,A,102,stoch,add,4,6,0.5,butter,0,S,,
ID230,9.26,23.99016981,6,A,102,stoch,add,4,6,0.5,butter,0,S,,
ID231,10.96,23.99016981,7,A,102,stoch,add,4,6,0.5,radish,1,S,,
ID232,12.66,23.99016981,8,A,102,stoch,add,4,6,0.5,radish,1,S,,
ID233,14.36,23.99016981,9,A,102,stoch,add,4,6,0.5,butter,0,S,,
ID234,16.06,23.99016981,10,A,102,stoch,add,4,6,0.5,arugula,0.3,S,,
ID235,17.76,23.99016981,11,A,102,stoch,add,4,6,0.5,butter,0,C,,
